measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2002,16.69823260997081,18.96514815241571,14.51465629946758
Deaths,World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2002,9.678189747484938,11.727558517277613,8.132961410506086
Deaths,World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2002,13.25536542508513,14.972886583114553,11.769585608716232
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Number,2002,393227.47612071584,405259.8010998464,380815.9642890079
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Number,2002,154257.45882187452,159590.52943868312,149112.66100503123
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Number,2002,547484.9349425898,563710.6683992018,531173.1872595911
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Percent,2002,0.5716669396507015,0.5893055637264695,0.5537966811701982
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Percent,2002,0.4608588881251325,0.47710282566443685,0.44562408455569535
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Percent,2002,0.5353964374400298,0.5512176959846887,0.5192712027098293
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Rate,2002,143.5530354733187,147.94559926767943,139.0220443639699
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Rate,2002,57.56782984588881,59.55809536801868,55.647826446548876
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Rate,2002,101.03386089747033,104.02818711977397,98.02366145413494
Deaths,World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Number,2001,19263.76453799147,22073.941455224856,16894.86178412261
Deaths,World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Number,2001,10588.502192747945,12808.577202794946,9028.8378710554
Deaths,World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Number,2001,29852.266730739364,33863.79822742753,26425.4360714485
Deaths,World Bank Upper Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2001,0.1530281510246007,0.17350758998312138,0.1336392033833703
Deaths,World Bank Upper Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2001,0.18852118290554554,0.22200276952033224,0.16254958764824173
Deaths,World Bank Upper Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2001,0.16400010213828067,0.18378768438916782,0.14685705071009983
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Number,2001,4467885.018475175,4767049.659620501,4208390.115373599
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Number,2001,3608768.315532237,3844280.279729411,3372888.9717858247
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Number,2001,8076653.33400742,8494134.889253745,7682961.218482556
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Percent,2001,0.7432832103591452,0.7607860074023104,0.7256676209177094
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Percent,2001,0.6753502254525804,0.7033162750053928,0.6415946209043678
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Percent,2001,0.7113047563540025,0.7334919700288048,0.6862718563890687
Deaths,World Bank Upper Middle Income,Male,55+ years,All causes,All risk factors,Rate,2001,1583.967365334634,1690.0280688837963,1491.9704906872523
Deaths,World Bank Upper Middle Income,Female,55+ years,All causes,All risk factors,Rate,2001,1057.1054416699199,1126.0932394899319,988.0100284845797
Deaths,World Bank Upper Middle Income,Both,55+ years,All causes,All risk factors,Rate,2001,1295.474578797799,1362.437554621132,1232.3273683823022
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Number,2001,1364357.9164400871,1458031.0953832373,1278837.8850522481
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Number,2001,637376.0281359329,696592.4398387634,583561.0530638775
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Number,2001,2001733.9445760231,2131804.8472795095,1888204.6607829174
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2001,0.5673313993656158,0.587618244419811,0.5497161542942961
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2001,0.5041421249324144,0.528042324429272,0.4808752109979217
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2001,0.5455613336891062,0.565792568960448,0.5274319073564464
Deaths,World Bank Upper Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2001,222.67909838530448,237.96765190824766,208.72123347767368
Deaths,World Bank Upper Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2001,106.01961984341983,115.86953760011092,97.06816427062603
Deaths,World Bank Upper Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2001,164.9026546071069,175.61788337218158,155.55012285639407
Deaths,World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Number,2000,33467.76223797415,42360.71350766835,29156.271002294412
Deaths,World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Number,2000,32049.894018146937,42391.650382256776,23660.331863956966
Deaths,World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Number,2000,65517.656256121205,79256.43075546555,55146.031448980866
Deaths,World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Percent,2000,0.18003945968265303,0.2272934370783057,0.15766672090062953
Deaths,World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Percent,2000,0.18337755706785572,0.24297639860422554,0.13700349141525042
Deaths,World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Percent,2000,0.18167316706055728,0.21667144209706812,0.15404776848418214
Deaths,World Bank Lower Middle Income,Male,15-19 years,All causes,All risk factors,Rate,2000,26.75447582333335,33.863593189810615,23.307825067083378
Deaths,World Bank Lower Middle Income,Female,15-19 years,All causes,All risk factors,Rate,2000,27.06725097435866,35.801224162055796,19.981973741807877
Deaths,World Bank Lower Middle Income,Both,15-19 years,All causes,All risk factors,Rate,2000,26.906570735821585,32.548764443805055,22.64718673973045
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Number,2001,3322.818281620399,4006.3338445566833,2665.668930192937
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Number,2001,1145.0097468119577,1370.7736581786178,925.0734682832942
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Number,2001,4467.828028432363,5342.565845287287,3629.0557711510155
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Percent,2001,0.12254400473957147,0.14785689450589184,0.09854529011050578
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Percent,2001,0.1043728669279683,0.12480530391002556,0.0842940465137458
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Percent,2001,0.11731008835357477,0.14055090863471842,0.09509770841276748
Deaths,World Bank High Income,Male,15-19 years,All causes,All risk factors,Rate,2001,8.92900099629582,10.765728323877964,7.163124346926486
Deaths,World Bank High Income,Female,15-19 years,All causes,All risk factors,Rate,2001,3.249040899031117,3.889660931828068,2.6249571599101706
Deaths,World Bank High Income,Both,15-19 years,All causes,All risk factors,Rate,2001,6.166328083175884,7.373608294312631,5.008686183678344
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Number,2001,394859.83952764765,406823.8550403879,382396.06537000486
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Number,2001,154329.17644764285,159649.894816585,149129.3629502198
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Number,2001,549189.0159752899,565477.3076815921,533177.4069563593
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Percent,2001,0.5700574871438852,0.5875915621871995,0.5520110566824111
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Percent,2001,0.4583046982361542,0.47475590507846277,0.4430984630768936
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Percent,2001,0.5335009202009984,0.5493490748330724,0.5173056749039786
Deaths,World Bank High Income,Male,20-54 years,All causes,All risk factors,Rate,2001,144.74750568276863,149.13326799653234,140.17854211617686
Deaths,World Bank High Income,Female,20-54 years,All causes,All risk factors,Rate,2001,57.80145824212981,59.79424591649988,55.853953501572065
Deaths,World Bank High Income,Both,20-54 years,All causes,All risk factors,Rate,2001,101.74106337351283,104.75858206112567,98.77480206725933
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Number,2003,21212.5483182574,22489.34920552652,19643.234713225946
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Number,2003,16364.45495794235,17304.46552874804,15271.960936523217
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Number,2003,37577.0032761998,39593.997215780044,35311.69898399508
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Percent,2003,0.32887709594743114,0.3433014389524525,0.30671660173506593
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Percent,2003,0.32935294849789937,0.34391041426466595,0.3091942494681951
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Percent,2003,0.32908380943579824,0.34024744621481207,0.3103421936264411
Deaths,World Bank High Income,Male,0-14 years,All causes,All risk factors,Rate,2003,20.494435816615702,21.728012916459594,18.978248488628438
Deaths,World Bank High Income,Female,0-14 years,All causes,All risk factors,Rate,2003,16.65340346693058,17.61001188065648,15.541619189931321
Deaths,World Bank High Income,Both,0-14 years,All causes,All risk factors,Rate,2003,18.62378662515758,19.623442304959262,17.501064212489975
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Number,2001,6686576.7391804205,7030048.768473901,6373564.089344579
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Number,2001,5326260.639227064,5627688.931094152,5033996.887330991
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Number,2001,12012837.378407482,12533531.112616112,11502595.145787453
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Percent,2001,0.6263290725854033,0.6463204971206863,0.6111435429308225
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Percent,2001,0.5900625750963573,0.6156061185599273,0.566109216061107
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Percent,2001,0.6097093669845995,0.6261098710550583,0.593870579169024
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Rate,2001,554.7293064817885,583.224305946823,528.761266790263
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Rate,2001,459.4763411309321,485.47941871981556,434.26385371013396
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Rate,2001,508.03284637180667,530.0534158297298,486.4542795760045
Deaths,World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Number,2000,1313043.8090031124,1414527.1775728553,1226301.292429411
Deaths,World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Number,2000,786863.9242476523,885298.550090874,697624.7469797414
Deaths,World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Number,2000,2099907.7332507675,2274706.380689044,1939198.8497896288
Deaths,World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Percent,2000,0.5410620856280638,0.57153644494857,0.518710160017708
Deaths,World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Percent,2000,0.4502443777653124,0.4881683926289125,0.4140951253750563
Deaths,World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Percent,2000,0.5030634536275255,0.5290071076636301,0.47819398936420965
Deaths,World Bank Lower Middle Income,Male,20-54 years,All causes,All risk factors,Rate,2000,256.93888334545704,276.79733987193214,239.96494447593645
Deaths,World Bank Lower Middle Income,Female,20-54 years,All causes,All risk factors,Rate,2000,157.8452821000506,177.59131544309935,139.94386016906313
Deaths,World Bank Lower Middle Income,Both,20-54 years,All causes,All risk factors,Rate,2000,208.0070504978639,225.32178795462167,192.08797924142982
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Number,2001,3328381.0099444925,3504001.3437142633,3175448.48313987
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Number,2001,2730448.6582209747,2876099.4093353865,2563287.7834878997
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Number,2001,6058829.668165467,6316832.259964263,5799470.534499974
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Percent,2001,0.6970943203179973,0.7238209981319317,0.6765126613071218
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Percent,2001,0.6560751156944918,0.6878329946089462,0.6202387087934427
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Percent,2001,0.6779845631037406,0.6994856043279806,0.6555104443299545
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Rate,2001,1734.9157523837832,1826.4577010326116,1655.1998036950788
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Rate,2001,1316.3295311173767,1386.546703794868,1235.7424835652992
